ID,Класс,Пол,Уровень тревожности (1-10),Пропуски занятий,Оценка отношений с учителями (1-5),Возраст,Русский язык,Литература,Иностранный язык,Математика,Алгебра,Геометрия,Информатика,История России,Всеобщая история,Обществознание,География,Физика,Химия,Биология,Музыка,Изобразительное искусство,Технология,Основы безопасности жизнедеятельности,Физическая культура,Когнитивные способности,Результаты анкет,Средний балл,Диагностика профиля способностей и достижений,Сильные стороны,Слабые стороны
134,5,М,7,1,2,13,2,4,4,4,,,4,2,4,5,4,,,2,4,5,4,4,3,94,5,3.5,Нуждается в улучшении,Обществознание,"Русский язык, История России, Биология"
135,5,М,3,0,1,12,4,5,3,4,,,5,5,4,5,4,,,3,5,3,5,2,4,62,4,4.083333333333333,Выше среднего,"Литература, Информатика, История России, Обществознание, Технология",Основы безопасности жизнедеятельности
136,5,М,8,2,3,13,3,3,2,2,,,3,2,3,4,5,,,2,3,5,2,5,4,80,3,3.1666666666666665,Нуждается в улучшении,"География, Основы безопасности жизнедеятельности","Иностранный язык, История России, Биология, Технология"
137,5,М,3,5,5,13,5,3,3,3,,,5,3,4,4,4,,,4,4,4,3,4,4,88,5,3.8333333333333335,Выше среднего,"Русский язык, Информатика",
138,5,М,1,1,3,12,5,3,2,3,,,5,5,2,4,2,,,3,5,2,3,4,5,56,2,3.5833333333333335,Выше среднего,"Русский язык, Информатика, История России, Физическая культура","Иностранный язык, Всеобщая история, География"
139,5,М,8,2,2,12,5,2,2,3,,,2,3,5,4,3,,,2,3,2,3,3,3,66,1,3.0833333333333335,Нуждается в улучшении,"Русский язык, Всеобщая история","Литература, Иностранный язык, Информатика, Биология"
140,5,М,3,3,4,13,5,4,3,4,,,3,5,4,3,3,,,4,4,4,5,3,5,91,3,3.9166666666666665,Выше среднего,"Русский язык, История России, Технология, Физическая культура",
141,5,Ж,2,4,1,13,3,4,4,5,,,4,5,3,4,3,,,4,4,4,3,3,3,61,5,3.5833333333333335,Выше среднего,История России,
142,5,М,1,1,5,12,5,4,4,3,,,4,5,4,4,3,,,4,5,2,4,3,3,79,2,3.9166666666666665,Выше среднего,"Русский язык, История России",
143,5,Ж,3,1,4,12,4,2,2,2,,,5,3,4,5,5,,,4,3,5,4,5,2,97,3,3.75,Выше среднего,"Информатика, Обществознание, География, Основы безопасности жизнедеятельности","Литература, Иностранный язык, Физическая культура"
144,5,Ж,2,3,3,13,2,2,5,3,,,4,3,2,4,4,,,3,4,4,5,5,4,83,5,3.5833333333333335,Выше среднего,"Иностранный язык, Технология, Основы безопасности жизнедеятельности","Русский язык, Литература, Всеобщая история"
145,5,Ж,2,5,5,13,4,3,5,3,,,3,5,3,3,2,,,2,5,5,4,5,4,71,1,3.5833333333333335,Выше среднего,"Иностранный язык, История России, Основы безопасности жизнедеятельности","География, Биология"
146,5,М,6,0,4,13,5,3,3,4,,,3,3,5,4,3,,,5,2,4,4,4,4,70,5,3.8333333333333335,Выше среднего,"Русский язык, Всеобщая история, Биология",
147,5,М,1,4,5,13,5,5,2,5,,,5,4,2,5,4,,,3,3,4,5,4,4,58,1,4.0,Выше среднего,"Русский язык, Литература, Информатика, Обществознание, Технология","Иностранный язык, Всеобщая история"
148,5,М,2,1,2,13,2,3,5,5,,,3,4,4,5,2,,,4,4,3,2,4,5,61,1,3.5833333333333335,Выше среднего,"Иностранный язык, Обществознание, Физическая культура","Русский язык, География, Технология"
149,5,М,6,4,2,12,4,2,4,2,,,4,3,5,5,2,,,4,2,4,5,3,5,66,4,3.8333333333333335,Выше среднего,"Всеобщая история, Обществознание, Технология, Физическая культура","Литература, География"
150,5,Ж,3,1,1,13,5,3,3,5,,,3,5,3,5,5,,,5,4,5,5,4,3,65,2,4.083333333333333,Выше среднего,"Русский язык, История России, Обществознание, География, Биология, Технология",
151,5,М,4,4,1,13,3,3,4,2,,,2,4,3,3,4,,,4,2,4,3,2,3,54,4,3.1666666666666665,Нуждается в улучшении,,"Информатика, Основы безопасности жизнедеятельности"
152,5,М,1,2,2,12,4,4,5,4,,,3,2,5,4,5,,,4,5,3,4,4,3,68,1,3.9166666666666665,Выше среднего,"Иностранный язык, Всеобщая история, География",История России
153,5,М,8,1,5,12,4,5,3,4,,,3,2,3,5,5,,,3,5,3,5,3,3,77,2,3.6666666666666665,Выше среднего,"Литература, Обществознание, География, Технология",История России
154,5,М,7,4,2,13,3,2,5,4,,,4,3,4,3,5,,,5,2,5,5,4,3,66,2,3.8333333333333335,Выше среднего,"Иностранный язык, География, Биология, Технология",Литература
155,5,М,7,0,1,13,2,4,4,3,,,3,3,4,3,2,,,4,2,3,3,3,3,71,2,3.1666666666666665,Нуждается в улучшении,,"Русский язык, География"
156,5,Ж,3,2,2,12,4,3,4,3,,,5,4,5,5,3,,,2,5,5,4,2,5,84,3,3.8333333333333335,Выше среднего,"Информатика, Всеобщая история, Обществознание, Физическая культура","Биология, Основы безопасности жизнедеятельности"
157,5,М,10,2,2,13,5,3,5,4,,,4,2,5,5,3,,,4,3,4,2,4,5,98,5,3.9166666666666665,Выше среднего,"Русский язык, Иностранный язык, Всеобщая история, Обществознание, Физическая культура","История России, Технология"
158,5,Ж,10,0,5,13,4,5,2,3,,,4,3,5,5,2,,,3,4,3,2,3,5,64,1,3.5833333333333335,Выше среднего,"Литература, Всеобщая история, Обществознание, Физическая культура","Иностранный язык, География, Технология"
159,5,М,3,4,4,12,5,3,4,2,,,3,5,4,5,4,,,2,3,4,5,3,5,68,2,4.0,Выше среднего,"Русский язык, История России, Обществознание, Технология, Физическая культура",Биология
160,5,Ж,2,3,1,13,3,4,3,4,,,4,4,5,3,5,,,3,3,2,5,3,4,96,3,3.8333333333333335,Выше среднего,"Всеобщая история, География, Технология",
161,5,М,1,0,5,12,3,3,3,4,,,2,3,5,5,5,,,5,3,4,4,3,3,99,3,3.6666666666666665,Выше среднего,"Всеобщая история, Обществознание, География, Биология",Информатика
162,5,М,7,4,2,12,4,4,3,4,,,5,5,5,2,5,,,4,3,2,4,5,5,75,1,4.25,Выше среднего,"Информатика, История России, Всеобщая история, География, Основы безопасности жизнедеятельности, Физическая культура",Обществознание
163,5,Ж,7,0,2,12,3,5,3,2,,,4,3,5,4,4,,,4,3,4,4,4,2,93,4,3.75,Выше среднего,"Литература, Всеобщая история",Физическая культура
164,5,Ж,2,0,4,12,5,5,2,5,,,2,5,3,3,4,,,4,4,2,5,5,2,93,3,3.75,Выше среднего,"Русский язык, Литература, История России, Технология, Основы безопасности жизнедеятельности","Иностранный язык, Информатика, Физическая культура"
165,5,Ж,7,1,1,13,2,5,3,2,,,4,4,4,3,3,,,4,4,2,3,2,2,84,1,3.25,Нуждается в улучшении,Литература,"Русский язык, Основы безопасности жизнедеятельности, Физическая культура"
166,5,М,8,4,1,12,3,4,3,5,,,3,4,2,5,3,,,3,4,5,2,3,2,92,3,3.0833333333333335,Нуждается в улучшении,Обществознание,"Всеобщая история, Технология, Физическая культура"
167,5,Ж,1,3,3,13,3,3,4,3,,,2,5,3,3,5,,,3,4,3,5,4,5,72,1,3.75,Выше среднего,"История России, География, Технология, Физическая культура",Информатика
168,5,М,9,1,1,13,5,4,2,4,,,5,4,2,4,2,,,2,3,3,3,3,5,59,2,3.4166666666666665,Нуждается в улучшении,"Русский язык, Информатика, Физическая культура","Иностранный язык, Всеобщая история, География, Биология"
169,5,М,7,0,4,13,3,4,4,5,,,2,5,5,3,4,,,3,2,4,2,2,3,71,4,3.3333333333333335,Нуждается в улучшении,"История России, Всеобщая история","Информатика, Технология, Основы безопасности жизнедеятельности"
170,5,Ж,3,5,3,13,2,2,3,3,,,4,5,3,2,5,,,5,3,4,4,4,2,96,3,3.4166666666666665,Нуждается в улучшении,"История России, География, Биология","Русский язык, Литература, Обществознание, Физическая культура"
